case,clip,frame,split,top_points
Case-115,018,136,4,"[(110.39842745370883, 85.54597776313128), (170.06766821116946, 84.76428483024343)]"
Case-115,018,140,4,"[(110.39842745370883, 87.36992838384725), (168.24371738883056, 86.06710647385204)]"
Case-115,018,144,4,"[(111.18012071896898, 81.37694781097852)]"
Case-115,019,000,4,"[(172.15218293552266, 81.37694781097852)]"
Case-115,019,004,4,"[(174.4972623414988, 76.16566043738425)]"
Case-115,019,008,4,"[(173.97613375786156, 79.03186847954177), (119.77874507761337, 61.83462022659666)]"
Case-115,019,012,4,"[(176.0606484822148, 79.55299745664915)]"
Case-115,019,016,4,"[(172.93387620078283, 79.55299745664915)]"
Case-115,019,020,4,"[(171.89161864370408, 77.20791812521242)]"
Case-115,019,024,4,"[(172.4127476171456, 76.9473536366587)]"
Case-115,019,028,4,"[(171.63105435188547, 76.9473536366587)]"
Case-115,019,032,4,"[(173.19444049260144, 77.46848234737945)]"
Case-115,019,036,4,"[(171.89161864370408, 78.77130425737472)]"
Case-115,019,040,4,"[(172.15218293552266, 78.25017554665395)]"
Case-115,019,044,4,"[(170.84936108662532, 79.81356167881624)]"
Case-115,019,048,4,"[(169.54653923772793, 79.55299745664915)]"
Case-115,019,052,4,"[(173.19444049260144, 79.55299745664915)]"
Case-115,019,056,4,"[(173.97613375786156, 78.77130425737472)]"
Case-115,019,060,4,"[(175.53951989857757, 79.03186847954177)]"
Case-115,019,064,4,"[(172.15218293552266, 80.5952548780907)]"
Case-115,019,068,4,"[(171.37049006006683, 79.55299745664915)]"
Case-115,019,072,4,"[(173.97613375786156, 77.98961105810022)]"
Case-115,019,076,4,"[(174.23669804968017, 78.510739768821)]"
Case-115,019,080,4,"[(175.80008419039618, 81.37694781097852)]"
Case-117,001,000,4,"[(147.94301046729973, 94.59613475238366), (171.50627718446043, 88.31259693674819), (245.59966130279136, 77.8400338214676)]"
Case-117,001,004,4,"[(170.98264918315587, 85.43264209342924), (146.89575407301678, 94.85794895071461), (247.6941740913573, 80.4581747341199)]"
Case-117,001,008,4,"[(171.24446318380814, 84.90901396443165), (212.34927342810548, 74.69826504748201), (251.35957127551077, 78.88729007946282)]"
Case-117,001,012,4,"[(211.82564542680095, 74.43645084915109), (251.88319927681533, 78.10184801979855)]"
Case-117,001,016,4,"[(186.4296799217266, 76.79277756347243), (207.37480584901678, 72.86556646215827), (130.1396529395108, 99.04697425035971)]"
Case-117,001,020,4,"[(184.8587951344652, 76.26914943447483), (124.90337135976976, 98.26153192303116)]"
Case-117,001,024,4,"[(188.00056431731412, 79.93454660512228)]"
Case-117,001,028,4,"[(172.02990557743883, 82.55268725011031), (147.4193820743213, 87.52715487708393), (246.64691769707431, 82.81450144844123)]"
Case-117,001,032,4,"[(169.14995078691607, 82.81450144844123), (147.4193820743213, 88.05078300608153), (250.3123148812278, 75.48370710714627)]"
Case-117,001,036,4,"[(175.69530276159233, 83.07631537910792)]"
Case-117,001,040,4,"[(183.28791073887768, 82.02905912111271)]"
Case-117,001,044,4,"[(181.97884034394244, 79.93454660512228)]"
Case-117,001,048,4,"[(173.3389759723741, 79.67273240679137), (150.03752286419186, 85.95627022242685), (248.479616484988, 78.88729007946282), (209.99294663888725, 70.77105367850359)]"
Case-117,001,052,4,"[(183.28791073887768, 77.05459149413909), (238.26886732615827, 80.98180286311751)]"
Case-117,001,056,4,"[(180.93158394965948, 75.48370710714627), (200.30582587303596, 72.60375226382735)]"
Case-117,001,060,4,"[(178.05162915913667, 78.62547614879617), (237.22161093187526, 82.29087305177936)]"
Case-117,001,064,4,"[(241.41063611733333, 76.53096336514147)]"
Case-117,001,068,4,"[(132.23416572807673, 88.31259693674819), (235.12709814330933, 77.8400338214676)]"
Case-117,001,072,4,"[(156.05924683756353, 79.41091820846043), (125.95062775405276, 92.23980803806235), (240.6251941153765, 79.93454660512228)]"
Case-117,001,076,4,"[(152.91747765471462, 75.74552130547723), (125.95062775405276, 87.26534067875298), (239.31612372044125, 75.48370710714627)]"
Case-117,001,080,4,"[(152.65566365406232, 78.36366195046521), (237.22161093187526, 78.36366195046521)]"
Case-117,001,084,4,"[(238.00705332550595, 80.19636053578897), (227.2726761653717, 77.8400338214676)]"
Case-117,001,088,4,"[(170.98264918315587, 73.91282272015349), (193.76047389835972, 73.38919459115587), (230.4144449565468, 82.55268725011031)]"
Case-117,001,092,4,"[(167.0554379983501, 75.48370710714627), (190.61870510718467, 71.03286787683452), (231.46170135082974, 80.98180286311751)]"
Case-117,001,096,4,"[(163.12822681354433, 77.57821989080097), (229.10537456161148, 82.02905912111271)]"
Case-117,001,100,4,"[(164.43729720847963, 74.69826504748201)]"
Case-117,001,104,4,"[(235.38891253563546, 79.41091820846043)]"
Case-117,001,108,4,"[(131.97235133575057, 85.95627022242685), (237.48342493252756, 79.41091820846043)]"
Case-117,001,112,4,"[(128.83058254457552, 88.57441113507915), (156.8446888395204, 79.41091820846043), (237.74523893317985, 78.10184801979855)]"
Case-117,001,120,4,"[(242.98152051292084, 80.4581747341199)]"
Case-117,001,124,4,"[(174.38623236665708, 72.86556646215827), (234.6034701420048, 74.69826504748201)]"
Case-117,001,128,4,"[(173.07716197172184, 74.69826504748201), (198.73494147744842, 69.20016929151079), (235.65072653628775, 77.57821989080097)]"
Case-117,001,132,4,"[(175.1716743686139, 78.62547614879617), (195.3313582939472, 70.77105367850359)]"
Case-117,001,136,4,"[(235.91254053694004, 79.41091820846043)]"
Case-117,002,000,4,"[(156.8446888395204, 92.50162223639327), (225.43997737745804, 98.78516005202877)]"
Case-117,002,004,4,"[(212.8729018210839, 99.5706023793573), (154.488362441976, 89.88348132374101)]"
Case-117,002,008,4,"[(149.77570886353956, 91.45436597839807), (206.06573545408153, 99.83241631002397)]"
Case-117,002,012,4,"[(141.92128649392805, 95.90520520870984), (123.33248696418224, 92.76343643472421)]"
Case-117,002,016,4,"[(147.94301046729973, 94.59613475238366), (125.95062775405276, 95.38157707971223)]"
Case-117,002,020,4,"[(198.73494147744842, 100.61785863735251), (147.15756807366904, 85.69445629176018)]"
Case-117,002,024,4,"[(135.11412051859952, 84.90901396443165), (201.09126826666665, 97.73790379403357)]"
Case-117,002,028,4,"[(207.8984342419952, 100.35604470668585), (143.2303568888633, 84.90901396443165)]"
Case-117,002,032,4,"[(142.96854288821103, 84.12357163710313), (217.06192700654196, 98.5233461213621)]"
Case-117,002,036,4,"[(138.51770331042684, 85.69445629176018), (206.32754984640766, 96.95246146670505)]"
Case-117,002,040,4,"[(189.0478207115971, 95.38157707971223), (126.99788414833573, 84.38538583543404)]"
Case-117,002,044,4,"[(172.81534757939568, 97.99971799236451), (136.42319091353477, 85.43264209342924)]"
Case-117,002,048,4,"[(167.84088039198082, 98.5233461213621), (119.66708978002876, 86.47989835142447)]"
Case-117,002,052,4,"[(178.5752575521151, 101.40330096468105)]"
Case-117,002,056,4,"[(199.7821978717314, 101.66511489534771)]"
Case-117,002,060,4,"[(192.45140350342447, 97.47608959570263), (126.21244175470504, 86.47989835142447)]"
Case-117,002,064,4,"[(178.5752575521151, 96.42883333770743), (198.73494147744842, 100.87967283568345)]"
Case-117,002,068,4,"[(181.4552123426379, 96.95246146670505), (194.28410229133812, 99.04697425035971)]"
Case-117,002,072,4,"[(178.3134435514628, 97.21427566503596), (110.24178301482975, 85.95627022242685)]"
Case-117,002,076,4,"[(192.45140350342447, 99.83241631002397), (172.81534757939568, 97.73790379403357)]"
Case-117,002,080,4,"[(185.90605152874818, 97.21427566503596), (116.26350698820143, 89.09803926407673)]"
Case-117,002,084,4,"[(173.3389759723741, 99.5706023793573), (194.02228789901196, 102.97418535167384)]"
Case-117,002,088,4,"[(195.06954429329494, 100.87967283568345), (125.95062775405276, 88.05078300608153)]"
Case-117,002,092,4,"[(184.33516713316067, 98.26153192303116), (211.56383142614865, 102.18874302434531), (137.2086329154916, 90.14529552207192)]"
Case-117,002,096,4,"[(146.89575407301678, 90.14529552207192), (188.26237831796638, 98.5233461213621), (216.80011300588967, 100.61785863735251)]"
Case-117,002,100,4,"[(207.11299184836452, 97.47608959570263), (184.8587951344652, 101.14148676635011), (145.84849767873382, 89.88348132374101)]"
Case-117,002,104,4,"[(183.54972473952998, 101.40330096468105), (212.8729018210839, 103.7596276790024), (142.70672888755877, 90.40710972040287)]"
Case-117,002,108,4,"[(207.11299184836452, 102.71237115334291), (142.70672888755877, 97.73790379403357)]"
Case-117,002,112,4,"[(189.3096347122494, 104.80688393699761)]"
Case-117,002,116,4,"[(200.56763987368822, 105.59232626432613), (219.94188179706475, 105.06869786766426)]"
Case-117,002,120,4,"[(189.83326271355395, 106.37776832399041)]"
Case-117,002,124,4,"[(188.5241923186187, 107.16321065131895), (215.22922821862826, 110.30497942530455)]"
Case-117,002,128,4,"[(208.16024824264744, 109.78135129630695)]"
Case-117,002,132,4,"[(187.21512192368345, 101.92692909367865)]"
Case-117,002,136,4,"[(178.3134435514628, 105.59232626432613)]"
Case-117,003,000,4,"[(139.82677370536211, 119.46847235192325)]"
Case-117,003,004,4,"[(147.15756807366904, 116.85033143927097), (239.8397517217458, 113.18493453628778)]"
Case-117,003,012,4,"[(159.20101562873862, 114.23219079428299), (101.60191864326139, 119.20665815359233)]"
Case-117,003,016,4,"[(141.13584410029733, 117.37395956826859), (101.60191864326139, 121.8247990662446), (205.0184794514724, 115.01763285394723)]"
Case-117,003,020,4,"[(195.3313582939472, 115.80307518127576), (104.48187343378416, 126.53745249488728)]"
Case-117,003,036,4,"[(140.87403009964507, 117.37395956826859), (234.3416561413525, 110.30497942530455)]"
Case-117,003,040,4,"[(238.5306813268106, 110.30497942530455)]"
Case-117,003,044,4,"[(93.22386788067146, 121.301170937247), (124.90337135976976, 117.11214563760191)]"
Case-117,003,048,4,"[(133.01960773003356, 116.06488937960671), (98.46014946041245, 121.56298486791367)]"
Case-117,003,052,4,"[(102.38736064521821, 116.85033143927097), (205.54210745277697, 111.87586407996163)]"
Case-117,003,056,4,"[(203.97122305718943, 113.70856266528537), (230.1526309558945, 112.92312033795683)]"
Case-117,003,064,4,"[(144.80124128445084, 110.30497942530455), (233.5562137477218, 110.04316549463789)]"
Case-117,003,068,4,"[(145.32486967742926, 112.13767801062829), (237.22161093187526, 110.04316549463789), (161.29552841730458, 114.75581892328056)]"
Case-117,003,072,4,"[(143.2303568888633, 113.70856266528537), (235.91254053694004, 112.39949220895922)]"
Case-117,003,076,4,"[(230.93807295785132, 113.44674846695442)]"
Case-117,003,080,4,"[(232.77077174576493, 112.92312033795683)]"
Case-117,003,084,4,"[(118.35801938509351, 117.11214563760191)]"
Case-117,003,088,4,"[(138.77951770275297, 115.01763285394723)]"
Case-117,003,092,4,"[(96.36563706352037, 124.96656784023023), (233.03258574641725, 115.01763285394723)]"
Case-117,003,100,4,"[(140.08858809768824, 113.97037659595203), (227.2726761653717, 111.61404988163069)]"
Case-117,003,104,4,"[(137.9940753091223, 111.35223595096402)]"
Case-117,003,108,4,"[(136.68500491418703, 113.97037659595203), (225.43997737745804, 113.18493453628778)]"
Case-117,003,112,4,"[(139.30314570405756, 114.23219079428299), (230.67625895719902, 111.35223595096402)]"
Case-117,003,116,4,"[(213.39652982238846, 113.97037659595203), (232.50895735343886, 113.18493453628778), (108.6708986192422, 119.99210048092085)]"
Case-117,003,120,4,"[(85.36944551105994, 122.8720553242398), (225.70179137811027, 113.44674846695442)]"
Case-117,003,124,4,"[(85.89307390403836, 122.3484271952422)]"
Case-117,003,128,4,"[(214.1819722160192, 117.89758769726618), (180.93158394965948, 117.89758769726618)]"
Case-117,003,132,4,"[(210.77838903251796, 112.39949220895922)]"
Case-117,003,136,4,"[(219.94188179706475, 112.13767801062829), (133.54323612301195, 114.49400472494963)]"
Case-117,004,012,4,"[(144.27761328314625, 122.08661299691128)]"
Case-117,004,040,4,"[(125.42699975274819, 113.18493453628778)]"
Case-117,004,044,4,"[(129.6160249382062, 115.27944705227814)]"
Case-117,004,048,4,"[(174.38623236665708, 111.09042175263309), (133.80505012366424, 114.75581892328056)]"
Case-117,004,060,4,"[(127.25969814898801, 109.25772316730935)]"
Case-117,004,084,4,"[(122.54704457055155, 126.79926642555394), (107.62364222495924, 127.06108062388489)]"
Case-117,004,096,4,"[(115.21625059391847, 127.58470875288248)]"
Case-117,004,100,4,"[(137.73226130847002, 120.7775425405851)]"
Case-117,004,120,4,"[(108.6708986192422, 122.8720553242398)]"
Case-117,004,124,4,"[(129.8778389388585, 117.63577376659953)]"
Case-117,005,012,4,"[(234.6034701420048, 86.47989835142447)]"
Case-117,005,092,4,"[(224.91634937615345, 86.21808442075778)]"
Case-117,007,000,4,"[(143.4921708895156, 118.42121609392805), (125.16518536042206, 126.01382436588969)]"
Case-117,007,004,4,"[(156.5828748388681, 115.27944705227814), (126.99788414833573, 126.53745249488728)]"
Case-117,007,008,4,"[(132.7577937293813, 128.37015081254674), (155.5356184445851, 112.13767801062829)]"
Case-117,007,012,4,"[(143.4921708895156, 119.7302862825899)]"
Case-117,007,016,4,"[(149.51389486288727, 121.03935673891606)]"
Case-117,007,024,4,"[(166.2699956047194, 116.06488937960671)]"
Case-117,007,052,4,"[(142.4449144952326, 119.46847235192325), (203.70940905653717, 112.6613061396259)]"
Case-117,007,056,4,"[(197.4258710825132, 112.13767801062829), (141.13584410029733, 116.32670331027336)]"
Case-117,007,060,4,"[(192.45140350342447, 111.09042175263309), (141.13584410029733, 113.97037659595203)]"
Case-117,007,064,4,"[(137.9940753091223, 119.20665815359233)]"
Case-117,007,072,4,"[(180.4079559483549, 110.56679362363549)]"
Case-117,007,084,4,"[(215.7528566116067, 112.92312033795683)]"
Case-117,007,088,4,"[(156.5828748388681, 125.22838203856115), (178.83707155276736, 118.94484422292564)]"
Case-117,007,092,4,"[(182.50246873692086, 114.75581892328056), (158.67738762743406, 124.70475390956352), (131.7105373350983, 115.54126098294483)]"
Case-117,007,096,4,"[(178.5752575521151, 115.54126098294483), (157.10650284017268, 125.75201016755874), (136.68500491418703, 110.56679362363549)]"
Case-117,007,100,4,"[(155.5356184445851, 127.32289455455155), (179.88432794705034, 116.85033143927097)]"
Case-117,007,104,4,"[(178.83707155276736, 114.49400472494963), (152.91747765471462, 129.41740733820623)]"
Case-117,007,108,4,"[(164.43729720847963, 122.08661299691128), (253.71589806472898, 101.40330096468105)]"
Case-117,007,112,4,"[(167.31725199900242, 123.3956834532374), (251.62138527616307, 104.28325580799999)]"
Case-117,007,120,4,"[(176.48074476354915, 116.85033143927097), (170.7208351825036, 124.96656784023023), (150.2993368648441, 125.75201016755874)]"
Case-117,007,124,4,"[(175.1716743686139, 119.99210048092085), (166.2699956047194, 122.3484271952422), (150.2993368648441, 131.77373405252757)]"
Case-117,007,128,4,"[(161.0337140249784, 127.06108062388489)]"
Case-117,007,132,4,"[(160.7719000243261, 127.32289455455155)]"
Case-117,007,136,4,"[(150.2993368648441, 133.60643237018704)]"
Case-117,008,036,4,"[(156.8446888395204, 121.8247990662446)]"
Case-117,008,040,4,"[(160.24827202302154, 121.56298486791367)]"
Case-117,008,044,4,"[(161.29552841730458, 121.301170937247)]"
Case-117,008,048,4,"[(96.10382267119422, 131.51191985419663)]"
Case-117,008,076,4,"[(104.2200594331319, 131.25010592352996)]"
Case-117,008,080,4,"[(102.91098903819665, 127.06108062388489)]"
Case-117,008,104,4,"[(107.36182822430693, 126.79926642555394)]"
Case-117,008,108,4,"[(105.79094382871942, 131.51191985419663)]"
Case-117,008,128,4,"[(99.7692198553477, 130.2028493978705)]"
Case-117,008,132,4,"[(99.24559185404316, 129.15559313987526), (119.4052757793765, 125.22838203856115)]"
Case-117,008,136,4,"[(99.7692198553477, 132.03554798319425), (117.31076299081055, 126.27563829655635)]"
Case-117,012,084,4,"[(167.0554379983501, 86.47989835142447)]"
Case-117,013,004,4,"[(223.34546498056594, 77.57821989080097)]"
Case-117,013,008,4,"[(215.22922821862826, 79.93454660512228)]"
Case-117,013,012,4,"[(211.30201703382252, 79.14910427779377)]"
Case-117,013,028,4,"[(218.3709974014772, 81.76724492278177)]"
Case-117,013,032,4,"[(213.1347158217362, 83.33812957743883)]"
Case-117,013,044,4,"[(223.34546498056594, 79.93454660512228)]"
Case-117,013,060,4,"[(181.97884034394244, 85.69445629176018)]"
Case-119,011,000,4,"[(216.08872683104536, 107.43338467894989), (272.11006594382815, 130.88417799331742)]"
Case-119,011,004,4,"[(212.70138986799046, 111.60241463110263), (274.71570964162294, 130.62361377115036)]"
Case-119,011,008,4,"[(213.2225184516277, 110.56015720966111), (276.8002247557804, 131.66587119259188)]"
Case-119,011,012,4,"[(215.0464692739666, 108.99677107749882), (276.2790957823389, 132.9686928362005)]"
Case-119,011,016,4,"[(213.74364742506924, 107.43338467894989)]"
Case-119,011,020,4,"[(216.87041970650122, 108.21507787822435)]"
Case-119,011,024,4,"[(217.13098399831983, 107.43338467894989)]"
Case-119,011,044,4,"[(268.4621646889547, 134.27151474619572)]"
Case-119,011,048,4,"[(273.15232350090696, 129.8419205718759), (212.1802612843532, 111.08128592038186)]"
Case-119,011,052,4,"[(271.06780838674945, 129.8419205718759)]"
Case-119,011,056,4,"[(269.24385795421483, 130.36304928259668)]"
Case-119,011,060,4,"[(271.5889373601909, 130.88417799331742)]"
Case-119,011,108,4,"[(275.7579671987017, 131.4053067040382)]"
Case-119,011,140,4,"[(276.2790957823389, 132.44756412547972)]"
Case-119,011,144,4,"[(277.8424819230549, 130.88417799331742)]"
Case-119,011,148,4,"[(272.3706302356468, 132.18699990331265)]"
Case-119,014,000,4,"[(147.32789177814354, 62.76611321875598), (222.2887699928804, 74.25837321554069)]"
Case-119,014,004,4,"[(144.1936391802488, 61.19898666135885)]"
Case-119,014,008,4,"[(222.5499576442488, 75.30312407578947), (136.0968196434067, 69.8181819259713)]"
Case-119,014,012,4,"[(134.00731765098564, 64.07205166055502), (218.8933297436172, 70.34055735609567)]"
Case-119,014,016,4,"[(139.49225989266986, 67.46749235689951), (217.58739109603823, 73.21362235529186)]"
Case-119,014,020,4,"[(219.15451739498565, 74.51956106411484), (139.7534479347751, 64.07205166055502)]"
Case-119,014,024,4,"[(139.2310722413014, 65.377990369378), (218.63214170151196, 73.73599778541627)]"
Case-119,014,028,4,"[(217.58739109603823, 75.56431192436365), (142.88770053266984, 63.027300800306215)]"
Case-119,014,032,4,"[(143.93245152888036, 64.07205166055502), (218.3709540501435, 73.4748099368421)]"
Case-119,014,036,4,"[(142.36532522993303, 65.63917821795215), (217.326203053933, 69.8181819259713)]"
Case-119,014,040,4,"[(144.1936391802488, 63.54967623043061)]"
Case-119,014,048,4,"[(138.969884589933, 63.027300800306215)]"
Case-119,014,052,4,"[(137.92513359372248, 62.24373778863158)]"
