case,clip,frame,wkt_geoms
Case-107,14,32,"['LINESTRING (24.9331550802139 30.89998405534024, 11.69786096256684 83.87458298582153)']"
Case-107,14,36,"['LINESTRING (27.33957219251337 31.96919614384536, 13.56951871657754 89.22064342834713)']"
Case-107,14,40,"['LINESTRING (28.34224598930481 33.71881592503557, 13.23529411764706 89.22064342834713)']"
Case-107,14,48,"['LINESTRING (27.54010695187166 33.62161482608055, 12.23262032085561 88.24863243879702)']"
Case-107,14,56,"['LINESTRING (28.94385026737968 33.42721262817053, 15.57486631016043 87.17942035029192)']"
Case-107,14,60,"['LINESTRING (47.99465240641711 36.73204999264092, 49.79946524064171 98.64915002698329)']"
Case-107,14,68,"['LINESTRING (35.16042780748664 35.27403350831575, 29.81283422459894 96.413524751018)']"
Case-107,14,72,"['LINESTRING (34.22459893048127 35.76003900309081, 24.53208556149734 94.76110606878285)', 'LINESTRING (38.77005347593583 36.14884339891086, 31.88502673796791 97.38553574056814)']"
Case-107,14,76,"['LINESTRING (29.07754010695187 37.60685988323602, 20.18716577540107 90.19265441789723)']"
Case-107,14,80,"['LINESTRING (28.5427807486631 36.73204999264092, 16.44385026737968 89.12344232939216)']"
Case-107,14,84,"['LINESTRING (46.05614973262033 38.96767526860619, 43.71657754010694 96.413524751018)']"
Case-107,14,92,"['LINESTRING (25 38.87047416965119, 13.10160427807487 89.41504562625717)', 'LINESTRING (33.02139037433155 38.1900664769661, 24.19786096256684 94.76110606878285)', 'LINESTRING (39.77272727272727 39.0648763675612, 36.09625668449198 99.52395991757837)']"
Case-107,14,100,"['LINESTRING (37.29946524064171 41.49490384143649, 32.21925133689839 96.51072584997304)', 'LINESTRING (43.18181818181818 39.93968625815631, 42.31283422459894 99.4267588186234)']"
Case-108,12,0,"['LINESTRING (50.20053475935831 27.59514669086984, 59.22459893048129 96.31632365206303)']"
Case-108,12,44,"['LINESTRING (58.22192513368984 27.30354339400482, 72.12566844919786 95.73311705833297)']"
Case-108,12,52,"['LINESTRING (54.14438502673799 27.10914119609479, 63.50267379679143 91.16466540744742)']"
Case-108,12,56,"['LINESTRING (52.54010695187167 27.30354339400482, 63.97058823529412 97.87154123534319)']"
Case-108,12,60,"['LINESTRING (50.13368983957219 27.78954888877987, 61.36363636363637 93.88629617818772)']"
Case-108,12,64,"['LINESTRING (52.74064171122996 27.2063422950498, 57.88770053475935 93.20588848550263)']"
Case-108,12,68,"['LINESTRING (52.54010695187167 27.30354339400482, 60.62834224598932 90.48425771476228)']"
Case-108,13,52,"['LINESTRING (31.14973262032085 23.70710273266938, 21.12299465240641 91.65067090222243)']"
Case-108,13,56,"['LINESTRING (30.14705882352941 26.33153240445469, 18.64973262032085 93.01148628759259)']"
Case-108,13,60,"['LINESTRING (29.21122994652406 27.01194009713976, 14.90641711229947 92.03947529804249)']"
Case-108,13,64,"['LINESTRING (29.41176470588236 25.74832581072462, 15.57486631016043 94.27510057400778)']"
Case-108,13,68,"['LINESTRING (27.27272727272727 26.72033680027474, 17.24598930481283 93.88629617818772)']"
Case-108,13,80,"['LINESTRING (28.07486631016043 27.78954888877987, 11.49732620320856 96.51072584997304)']"
Case-108,13,88,"['LINESTRING (42.71390374331551 28.27555438355492, 38.70320855614974 96.21912255310795)']"
Case-108,13,92,"['LINESTRING (43.98395721925134 27.88674998773488, 40.04010695187166 96.31632365206303)']"
Case-108,13,108,"['LINESTRING (29.27807486631017 28.66435877937496, 20.98930481283422 93.69189398027767)']"
Case-108,13,124,"['LINESTRING (50.73529411764706 29.44196757101506, 55.81550802139037 98.64915002698329)']"
Case-108,13,128,"['LINESTRING (51.00267379679144 33.03840823235049, 58.22192513368984 98.9407533238483)']"
Case-108,13,132,"['LINESTRING (51.00267379679144 30.02517416474513, 56.55080213903746 99.13515552175835)']"
Case-108,13,136,"['LINESTRING (50.53475935828877 29.05316317519501, 57.28609625668448 100.4959709071285)']"
Case-108,13,140,"['LINESTRING (50.46791443850267 30.12237526370013, 56.68449197860963 94.27510057400778)']"
Case-108,13,144,"['LINESTRING (50.06684491978609 29.15036427415003, 55.01336898395722 97.0939324437031)']"
Case-108,13,148,"['LINESTRING (50.26737967914438 31.77479394593534, 54.87967914438503 98.26034563116323)']"
Case-108,13,152,"['LINESTRING (48.86363636363637 31.38598955011529, 54.27807486631016 98.9407533238483)']"
Case-108,13,156,"['LINESTRING (49.33155080213902 31.58039174802531, 53.74331550802138 98.74635112593828)']"
Case-108,13,160,"['LINESTRING (47.99465240641711 31.96919614384536, 53.00802139037432 96.70512804788301)']"
Case-108,13,164,"['LINESTRING (47.66042780748664 30.6083807584752, 51.93850267379678 100.3015687092185)']"
Case-108,13,168,"['LINESTRING (46.99197860962566 32.06639724280036, 50.13368983957219 97.0939324437031)']"
Case-108,14,16,"['LINESTRING (53.07486631016043 31.28878845116029, 61.16310160427807 97.28833464161313)']"
Case-108,14,148,"['LINESTRING (43.44919786096257 27.59514669086984, 37.29946524064171 95.34431266251285)']"
Case-108,14,152,"['LINESTRING (42.31283422459894 28.08115218564489, 37.7673796791444 93.69189398027767)']"
Case-108,14,156,"['LINESTRING (42.37967914438503 28.17835328459991, 36.76470588235294 93.69189398027767)']"
Case-108,14,160,"['LINESTRING (40.77540106951873 27.98395108668988, 33.15508021390374 95.73311705833297)']"
Case-109,1,12,"['LINESTRING (40.6417112 22.7097949, 39.7727273 91.8645440)']"
Case-109,1,16,"['LINESTRING (41.0427807 23.1988667, 39.7727273 88.7344846)']"
Case-109,1,72,"['LINESTRING (39.9732620 22.3185375, 38.3021390 94.8967890)']"
Case-109,1,80,"['LINESTRING (45.4545455 22.9054236, 46.3903743 96.1683756)']"
Case-109,1,88,"['LINESTRING (41.7112299 22.4163519, 41.2433155 93.4295737)']"
Case-109,1,128,"['LINESTRING (45.8556150 23.1010523, 47.3262032 93.9186454)']"
Case-109,1,136,"['LINESTRING (45.3877005 23.2966811, 46.6577540 95.7771182)']"
Case-109,2,12,"['LINESTRING (55.2139037 31.3174582, 68.5828877 92.1579870)']"
Case-109,2,40,"['LINESTRING (39.7058824 29.1655424, 36.0962567 87.2672693)']"
Case-109,2,44,"['LINESTRING (39.7727273 29.5567998, 36.2299465 89.5169995)']"
Case-109,3,0,"['LINESTRING (55.0802139 33.7628171, 66.3770053 93.6252024)']"
Case-109,3,4,"['LINESTRING (52.9411765 34.7409606, 61.8983957 96.0705613)']"
Case-109,3,8,"['LINESTRING (52.7406417 33.9584458, 60.8957219 95.6793038)', 'LINESTRING (55.4812834 33.3715596, 64.7058824 92.7448732)']"
Case-109,3,16,"['LINESTRING (51.7379679 35.3278467, 59.6925134 95.4836751)']"
Case-109,3,20,"['LINESTRING (51.4705882 34.5453319, 57.6203209 95.4836751)', 'LINESTRING (54.4117647 32.9803022, 63.9037433 94.9946033)', 'LINESTRING (57.3529412 31.7087156, 72.3262032 90.5929574)']"
Case-109,3,24,"['LINESTRING (51.1363636 34.8387750, 58.6898396 94.3099029)', 'LINESTRING (58.0213904 32.3934161, 69.6524064 93.6252024)']"
Case-109,4,0,"['LINESTRING (51.0695187 34.6431462, 57.1524064 91.2776579)']"
Case-109,6,0,"['LINESTRING (39.7058824 33.2737453, 38.3021390 93.8208311)']"
Case-109,6,72,"['LINESTRING (39.7058824 33.0781166, 37.1657754 93.0383162)']"
Case-109,6,76,"['LINESTRING (40.2406417 32.0021587, 36.7647059 94.5055316)']"
Case-109,6,80,"['LINESTRING (39.8395722 32.2956017, 36.4304813 95.8749325)']"
Case-109,6,84,"['LINESTRING (39.7727273 32.8824879, 36.1631016 90.2016999)']"
Case-109,6,112,"['LINESTRING (39.3716578 32.7846735, 35.5614973 95.4836751)']"
Case-110,2,0,"['LINESTRING (32.1524064 19.9709930, 18.4491979 90.7885861)']"
Case-110,2,4,"['LINESTRING (32.7540107 20.5578791, 19.8529412 95.9727469)']"
Case-110,3,0,"['LINESTRING (39.0374332 19.1884781, 31.9518717 95.5814895)', 'LINESTRING (49.7326203 21.4382083, 62.9010695 94.4077172)']"
Case-110,3,4,"['LINESTRING (49.8663102 20.8513222, 61.7647059 93.6252024)', 'LINESTRING (38.5026738 19.2862925, 33.1550802 94.8967890)']"
Case-110,3,8,"['LINESTRING (49.5320856 21.6338370, 61.0962567 94.4077172)', 'LINESTRING (38.9705882 19.2862925, 33.0213904 96.5596330)']"
Case-110,3,12,"['LINESTRING (39.0374332 18.6994064, 30.3475936 97.0487048)', 'LINESTRING (48.6631016 22.4163519, 61.4973262 95.1902321)']"
Case-110,3,16,"['LINESTRING (39.0374332 18.3081489, 31.0160428 95.7771182)', 'LINESTRING (47.8609626 22.3185375, 60.8957219 95.1902321)']"
Case-110,3,20,"['LINESTRING (48.5962567 22.3185375, 60.7620321 94.8967890)']"
Case-110,3,24,"['LINESTRING (48.5962567 22.3185375, 61.0294118 94.2120885)']"
Case-110,3,28,"['LINESTRING (48.2620321 22.7097949, 59.9598930 94.8967890)']"
Case-110,3,32,"['LINESTRING (47.7272727 22.9054236, 60.8957219 95.3858608)']"
Case-110,3,36,"['LINESTRING (48.0614973 22.7097949, 58.2219251 95.7771182)', 'LINESTRING (32.2860963 25.2529682, 21.9919786 92.8426875)']"
Case-110,3,48,"['LINESTRING (48.0614973 22.2207232, 59.0240642 97.1465192)']"
Case-110,3,52,"['LINESTRING (48.3288770 22.7097949, 59.3582888 94.8967890)']"
Case-110,3,56,"['LINESTRING (48.6631016 22.4163519, 59.8930481 95.6793038)']"
Case-110,3,60,"['LINESTRING (48.4625668 23.4923098, 58.4893048 95.9727469)']"
Case-110,3,68,"['LINESTRING (48.5962567 23.1988667, 58.8235294 94.8967890)']"
Case-110,3,72,"['LINESTRING (48.5962567 22.7097949, 59.8262032 95.2880464)']"
Case-110,3,76,"['LINESTRING (49.2647059 23.0032380, 60.1604278 95.0924177)']"
Case-110,3,80,"['LINESTRING (48.7967914 22.3185375, 59.0240642 96.9508904)']"
Case-110,3,88,"['LINESTRING (48.7967914 22.5141662, 59.8262032 94.5055316)']"
Case-110,3,92,"['LINESTRING (48.9973262 22.2207232, 60.0267380 95.3858608)']"
Case-110,3,100,"['LINESTRING (48.4625668 23.2966811, 59.1577540 95.3858608)']"
Case-110,3,108,"['LINESTRING (47.7941176 23.2966811, 58.0882353 96.4618187)']"
Case-110,3,112,"['LINESTRING (47.8609626 22.8076093, 54.3449198 96.7552617)']"
Case-110,3,120,"['LINESTRING (48.9973262 22.2207232, 50.8689840 97.4399622)']"
Case-110,5,0,"['LINESTRING (53.2754011 57.5317053, 59.0909091 97.3421479)', 'LINESTRING (57.2192513 61.4442795, 63.0347594 95.3858608)', 'LINESTRING (61.2299465 63.4005666, 66.7112299 94.6033459)']"
Case-110,5,8,"['LINESTRING (67.4465241 62.8136805, 76.0695187 87.7563411)']"
Case-110,5,28,"['LINESTRING (59.7593583 60.3683216, 65.9090909 93.1361306)', 'LINESTRING (67.8475936 63.1071236, 76.0026738 86.4847545)']"
Case-110,5,36,"['LINESTRING (57.4197861 61.8355370, 63.6363636 95.6793038)']"
Case-110,5,84,"['LINESTRING (60.0935829 62.9114949, 66.9117647 94.7011603)']"
Case-110,5,88,"['LINESTRING (57.1524064 61.1508365, 62.9010695 96.4618187)']"
Case-110,5,92,"['LINESTRING (67.1122995 63.2049379, 75.1336898 90.2995143)', 'LINESTRING (52.0053476 53.4235024, 58.8235294 97.5377766)']"
Case-110,5,96,"['LINESTRING (52.2058824 50.9781436, 58.0213904 97.7334053)']"
Case-110,7,12,"['LINESTRING (35.4946524 22.9054236, 23.6631016 90.1038856)']"
Case-110,7,32,"['LINESTRING (35.2272727 22.3185375, 21.8582888 90.1038856)']"
Case-110,7,64,"['LINESTRING (32.8877005 23.4923098, 22.0588235 89.7126282)']"
Case-110,7,80,"['LINESTRING (35.0935829 23.3944954, 23.9304813 90.0060712)']"
Case-110,7,88,"['LINESTRING (34.2914439 23.1988667, 21.6577540 92.1579870)']"
Case-110,8,0,"['LINESTRING (41.6443850 25.4485969, 40.8422460 98.0268484)', 'LINESTRING (58.7566845 21.9272801, 81.0828877 81.9852941)']"
Case-110,8,8,"['LINESTRING (58.5561497 21.8294657, 79.7459893 84.4306530)']"
Case-110,8,12,"['LINESTRING (56.7513369 22.4163519, 79.2780749 84.6262817)']"
Case-110,8,56,"['LINESTRING (57.0187166 23.3944954, 77.3395722 86.0934970)']"
Case-110,8,60,"['LINESTRING (58.0882353 21.9272801, 78.2085561 86.5825688)']"
Case-110,8,76,"['LINESTRING (56.5508021 23.1010523, 78.2754011 85.4087965)']"
Case-110,8,80,"['LINESTRING (55.8823529 23.8835672, 76.2700535 87.3650836)']"
Case-110,8,84,"['LINESTRING (53.9438503 24.3726390, 73.9304813 87.5607124)']"
Case-110,8,92,"['LINESTRING (53.7433155 25.6442256, 71.9251337 90.9842148)']"
Case-110,10,60,"['LINESTRING (43.7165775 28.1873988, 43.3823529 95.3858608)']"
Case-110,11,0,"['LINESTRING (49.6657754 23.6879385, 58.5561497 93.9186454)', 'LINESTRING (33.8235294 18.6994064, 12.8342246 90.4951430)']"
Case-110,11,4,"['LINESTRING (49.1978610 23.9813815, 58.8235294 93.7230167)']"
Case-110,11,8,"['LINESTRING (50.0668449 24.0791959, 57.4197861 98.0268484)', 'LINESTRING (32.2192513 19.9709930, 12.4331551 90.3973287)']"
Case-110,11,12,"['LINESTRING (49.6657754 24.9595251, 56.4171123 95.5814895)']"
Case-110,11,20,"['LINESTRING (41.8449198 21.3403940, 38.7032086 98.3202914)']"
Case-110,11,36,"['LINESTRING (32.0855615 19.2862925, 12.0989305 89.3213708)']"
Case-110,11,40,"['LINESTRING (42.1122995 21.6338370, 38.8368984 96.6574474)', 'LINESTRING (32.5534759 18.0147059, 12.0989305 88.1475985)']"
Case-110,11,44,"['LINESTRING (31.1497326 17.9168915, 10.8957219 85.8000540)', 'LINESTRING (40.5748663 20.9491365, 35.8288770 95.8749325)']"
Case-110,11,48,"['LINESTRING (30.6818182 18.6994064, 11.6978610 85.4087965)']"
Case-110,11,64,"['LINESTRING (48.7299465 23.6879385, 56.8181818 96.8530761)']"
Case-110,11,76,"['LINESTRING (30.6149733 18.3081489, 11.2967914 88.1475985)']"
Case-110,11,80,"['LINESTRING (49.1310160 23.9813815, 58.2219251 94.7989746)']"
Case-110,11,104,"['LINESTRING (32.5534759 18.6994064, 11.2967914 85.8000540)']"
Case-110,11,108,"['LINESTRING (49.1978610 23.3944954, 55.8823529 95.5814895)']"
Case-111,5,0,"['LINESTRING (36.6310160 53.2278737, 35.2941176 97.3421479)']"
Case-111,5,4,"['LINESTRING (37.2994652 53.5213168, 35.2272727 97.3421479)']"
Case-111,5,8,"['LINESTRING (37.8342246 53.3256881, 35.2941176 98.0268484)']"
Case-111,5,12,"['LINESTRING (37.0989305 52.5431732, 34.0240642 97.9290340)']"
Case-111,5,16,"['LINESTRING (36.6978610 51.3694010, 33.7566845 97.3421479)']"
Case-111,5,20,"['LINESTRING (36.2967914 51.8584727, 33.2219251 96.4618187)']"
Case-111,5,24,"['LINESTRING (36.4973262 51.1737723, 33.6229947 97.0487048)']"
Case-111,5,44,"['LINESTRING (36.0294118 50.2934431, 31.0828877 97.3421479)']"
Case-111,5,48,"['LINESTRING (35.7620321 50.0978144, 30.9491979 96.5596330)']"
Case-111,5,52,"['LINESTRING (45.2540107 61.4442795, 46.2566845 98.8093632)']"
Case-111,5,64,"['LINESTRING (35.7620321 50.9781436, 32.4197861 97.6355909)']"
Case-111,5,76,"['LINESTRING (35.4946524 50.2934431, 31.4171123 97.6355909)']"
Case-111,5,84,"['LINESTRING (35.8288770 50.5868861, 33.0213904 97.5377766)']"
Case-111,5,88,"['LINESTRING (36.3636364 50.2934431, 32.2860963 94.3099029)']"
Case-111,5,92,"['LINESTRING (36.0294118 50.7825148, 33.3556150 95.4836751)']"
Case-111,5,112,"['LINESTRING (36.9652406 51.8584727, 32.5534759 98.2224771)']"
Case-111,5,116,"['LINESTRING (37.0320856 51.6628440, 33.1550802 95.4836751)']"
Case-111,5,120,"['LINESTRING (35.6951872 51.5650297, 33.4893048 94.1142742)']"
Case-111,5,124,"['LINESTRING (35.7620321 50.2934431, 32.8877005 97.4399622)']"
Case-112,1,8,"['LINESTRING (45.5213904 36.9906908, 46.7245989 97.7334053)']"
Case-112,1,12,"['LINESTRING (45.9224599 33.9584458, 47.1925134 96.5596330)']"
Case-112,1,76,"['LINESTRING (46.4572193 30.7305720, 48.5294118 97.8312196)']"
Case-112,1,116,"['LINESTRING (35.1604278 38.3600917, 27.3395722 93.6252024)']"
Case-112,1,120,"['LINESTRING (33.6229947 40.7076363, 26.8048128 95.5814895)']"
Case-112,3,0,"['LINESTRING (27.5401070 44.1311387, 18.4491979 91.5711009)', 'LINESTRING (32.4197861 40.4141932, 22.3930481 94.1142742)']"
Case-112,3,4,"['LINESTRING (25.8021390 44.3267674, 17.2459893 89.9082569)']"
Case-112,3,20,"['LINESTRING (28.4759358 43.9355100, 20.1203209 91.5711009)']"
Case-112,3,36,"['LINESTRING (29.0106952 42.8595521, 19.2513369 90.9842148)', 'LINESTRING (37.2326203 38.1644630, 31.2834225 95.0924177)']"
Case-112,3,40,"['LINESTRING (37.1657754 38.5557205, 32.4866310 95.1902321)']"
Case-112,3,84,"['LINESTRING (28.0748663 43.0551808, 18.8502674 91.7667296)']"
Case-112,3,88,"['LINESTRING (29.2780749 44.4245818, 20.1871658 91.5711009)']"
Case-112,3,112,"['LINESTRING (30.4812834 44.5223961, 22.1256684 92.9405019)']"
Case-112,3,116,"['LINESTRING (30.0133690 44.0333243, 21.1898396 91.9623583)']"
Case-112,3,120,"['LINESTRING (30.2139037 44.0333243, 21.5240642 92.3536158)']"
Case-112,3,124,"['LINESTRING (29.5454545 44.5223961, 20.3877005 93.0383162)']"
Case-112,5,32,"['LINESTRING (39.5721925 31.1218295, 38.4358289 95.2880464)']"
Case-112,7,0,"['LINESTRING (33.1550802 35.9147329, 25.2673797 94.1142742)', 'LINESTRING (42.6470588 32.4912304, 44.7860963 98.2224771)']"
Case-112,7,4,"['LINESTRING (34.6925134 36.3059903, 25.4679144 95.2880464)']"
Case-112,7,8,"['LINESTRING (37.2994652 36.1103616, 31.8181818 98.5159201)']"
Case-112,7,12,"['LINESTRING (38.6363636 34.0562601, 33.2219251 98.0268484)', 'LINESTRING (35.8288770 33.4693740, 26.7379679 94.5055316)']"
Case-112,7,16,"['LINESTRING (36.0294118 33.8606314, 27.4064171 93.8208311)', 'LINESTRING (38.9705882 33.1759309, 35.6283422 96.3640043)']"
Case-112,7,20,"['LINESTRING (38.2352941 34.0562601, 34.4919786 97.3421479)']"
Case-112,7,24,"['LINESTRING (37.6336898 33.8606314, 33.2219251 96.9508904)', 'LINESTRING (33.8903743 33.9584458, 25.2005348 93.0383162)']"
Case-112,7,28,"['LINESTRING (36.2299465 34.1540745, 29.2112299 96.7552617)']"
Case-112,7,32,"['LINESTRING (38.2352941 33.8606314, 32.4866310 97.7334053)', 'LINESTRING (34.7593583 33.9584458, 27.8074866 96.0705613)']"
Case-112,7,36,"['LINESTRING (35.4278075 33.5671883, 28.4759358 97.3421479)']"
Case-112,7,40,"['LINESTRING (37.0320856 34.6431462, 32.5534759 96.4618187)', 'LINESTRING (32.9545455 33.1759309, 25.6684492 90.9842148)']"
Case-112,7,44,"['LINESTRING (34.5588235 35.4256611, 25.6684492 92.6470588)', 'LINESTRING (38.3689840 34.9365893, 33.2887701 97.0487048)']"
